"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"293",6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,0,1
"294",6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,0,1
"295",8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,1,1
"296",7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,0,1
"297",7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,0,1
"298",7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,0,1
"299",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,0,1
"300",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,0,1
"301",6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,0,1
"302",7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,1,1
"303",6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,0,1
"304",7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,0,0
"305",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,0,1
"306",8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,1,0
"307",10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,0,0
"308",6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,0,1
"309",6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,0,1
"310",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,0,1
"311",7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,1,0
"312",7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,1,0
"313",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,1,1
"314",10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,1,1
"315",6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,0,1
"316",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,0,1
"317",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0,0
"318",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,1,0
"319",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,1,0
"320",7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,0,0
"321",6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0,1
"322",7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,0,1
"323",7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,0,0
"324",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,0,1
"325",5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,1,1
"326",5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,0,0
"327",8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,0,1
"328",7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,0,1
"329",5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,0,1
"330",6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,0,0
"331",7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,0,1
"332",6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,0,1
"333",6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,0,0
"334",7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,0,1
"335",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,1,0
"336",9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,1,1
"337",6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,0,1
"338",6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,0,0
"339",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,0,1
"340",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,1,1
"341",6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,0,0
"342",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,0,1
"343",6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,0,0
"344",7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,0,1
"345",7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,1,0
"346",5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,0,1
"347",5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,0,1
"348",8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,1,1
"349",6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,0,1
"350",6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,0,1
"351",7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,0,0
"352",6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,0,1
"353",6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,0,1
"354",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,0,0
"355",7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,1,0
"356",7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,0,0
"357",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,1,0
"358",7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,0,1
"359",7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,1,1
"360",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,0,0
"361",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0,0
"362",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1
"363",6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,0,1
"364",7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,0,1
"365",9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,1,1
"366",7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,0,1
"367",7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0,0
"368",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1,0
"369",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0,0
"370",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,1
"371",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0,1
"372",7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,0,1
"373",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,1
"374",6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,0,1
"375",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1,1
"376",6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,0,1
"377",7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,0,1
"378",5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0,0
"379",7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,1,1
"380",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1,1
"381",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,1,0
"382",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,1,1
"383",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0,1
"384",6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,0,1
"385",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,1,0
"386",8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,0,0
"387",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,1,0
"388",6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,0,1
"389",8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,0,1
"390",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,0,1
"391",7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,0,0
"392",6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,0,1
"393",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,0,0
"394",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,0,0
"395",7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,0,1
"396",5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,0,0
"397",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0,1
"398",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0,1
"399",8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,0,1
"400",7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,1,1
"401",7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,1,0
"402",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,1
"403",6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,0,1
"404",7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,0,1
"405",5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,0,1
"406",6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,0,1
"407",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,1
"408",6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,1,1
"409",6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,0,1
"410",5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,0,0
"411",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,1,1
"412",10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,0,0
"413",8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,0,1
"414",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,0,0
"415",7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,0,0
"416",6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,0,1
"417",6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,0,0
"418",7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,0,1
"419",7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,0,1
"420",7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,0,0
"421",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,0,1
"422",6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,0,0
"423",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,0,1
"424",7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,0,0
"425",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,0,1
"426",6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,0,1
"427",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,0,0
"428",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,0,1
"429",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,0,1
"430",6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,0,0
"431",7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0,0
"432",6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,0,0
"433",8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,0,0
"434",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0,1
"435",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,1,0
"436",7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,0,1
"437",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1,1
"438",6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,0,1
"439",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,1,0
"440",6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,0,1
"441",7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,0,1
"442",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,1,0
"443",12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,1,1
"444",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,0,1
"445",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,0,1
"446",6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,0,0
"447",8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,0,0
"448",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0,0
"449",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,1,0
"450",8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,1,1
"451",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,0
"452",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,0
"453",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,1,0
"454",7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,0,1
"455",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,0,1
"456",6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,0,0
"457",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,0,1
"458",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,1,0
"459",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,0,1
"460",8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,0,1
"461",7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,0,1
"462",8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,1,0
"463",7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,0,1
"464",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,0
"465",6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,1,1
"466",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0,1
"467",9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,1,0
"468",10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,1,1
"469",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,0,1
"470",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,0,1
"471",6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,0,0
"472",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0,0
"473",8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,0,1
"474",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,0,1
"475",5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,0,1
"476",5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,0,1
"477",7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,0,0
"478",6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,0,1
"479",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,0,0
"480",7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,0,0
"481",6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,1,1
"482",6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,0,0
"483",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,0,1
"484",5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,1,1
"485",6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,0,1
"486",6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,0,1
"487",7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,0,1
"488",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0,1
"489",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,0,1
"490",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,1,0
"491",7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,0,0
"492",7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,0,1
"493",7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1
"494",7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,1,1
"495",6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,0,0
"496",5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,0,1
"497",6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,0,0
"498",6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,0,1
"499",6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,0,1
"500",11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,1,1
"501",6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0,0
"502",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,1
"503",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,0,1
"504",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1,1
"505",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1,1
"506",6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,1,0
"507",7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,0,0
"508",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,1,0
"509",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,0,1
"510",7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,1,1
"511",6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,0,0
"512",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,0,1
"513",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,1,1
"514",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1,1
"515",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,1
"516",5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,0,0
"517",5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,0,1
"518",6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,0,1
"519",9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,1,1
"520",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,0,0
"521",7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,1,1
"522",5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,0,1
"523",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,1,0
"524",7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,0,1
"525",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,0,0
"526",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,0,1
"527",6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,0,0
"528",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,1,1
"529",6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,0,1
"530",6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,0,1
"531",6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,0,1
"532",6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,0,0
"533",7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,0,1
"534",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,0,0
"535",8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,0,1
"536",8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,0,1
"537",4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,1,1
"538",8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,0,0
"539",5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,0,1
"540",10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,1,1
"541",7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,1,0
"542",7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,0,0
"543",5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,0,1
"544",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,1,0
"545",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,0,0
"546",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0,0
"547",6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1,1
"548",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,1,1
"549",6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,0,1
"550",7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,0,1
"551",6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,1,0
"552",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,0,0
"553",6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,0,1
"554",5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,0,1
"555",6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,0,0
"556",6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,0,0
"557",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,0,1
"558",6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,1,1
"559",5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,0,0
"560",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,1,0
"561",7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,0,1
"562",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0,0
"563",7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,1,0
"564",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0,0
"565",7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,0,1
"566",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,1,0
"567",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,1,0
"568",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0,0
"569",8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,0,0
"570",7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,0,1
"571",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,0,0
"572",8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,0,1
"573",7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,0,1
"574",7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,0,1
"575",7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,1,0
"576",6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,0,1
"577",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0,0
"578",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,0,1
"579",9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,0,0
"580",7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,0,1
"581",6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,0,0
"582",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,0,1
"583",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,1,1
"584",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,0,1
"585",6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,0,1
"586",7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,0,1
